"Database Name","Название базы данных"
"Check out our","Смотрите наше"
"Save session files in","Сохранять файлы сессии в"
"Save session data in","Сохранять данные сессии в"
"Create Admin Account","Создание учетной записи администратора"
"Report All Bugs","Сообщайте обо всех ошибках"
"Database server version does not match system requirements (required: %s, actual: %s)","Сервер базы данных не соответствует системным требованиям (требуется: %s, сейчас: %s)"
"Database server does not support InnoDB storage engine","Сервер базы данных не поддерживает InnoDB"
"Setting preferred state to: %s","Установить предпочитаемое состояние к: %s"
"Check this box only if it is not possible to automatically validate Base URL.","Установите этот флажок, только если невозможно автоматически проверить Основной URL"
"Check this box only if it is not possible to automatically validate Secure URL, for example if HTTP authentication is required.","Установите этот флажок, только если невозможно автоматически проверить надежность URL, к пример, если требуется HTTP авторизация"
"Installation","Установка"
"You're All Set","Установка завершена"
"Package Management through the Web","Управление пакетами через интернет"
"File system","Файловая система"
"Last Name","Фамилия"
"Host","Хост"
"Database host","Хост базы данных"
"Time Zone","Часовой пояс"
"This Url is invalid","Этот URL недействителен"
"Email","Эл. почта"
"I agree to the above terms and conditions","Я согласен с вышеуказанными положениями и условиями"
"Locale","Язык"
"Locale settings","Языковые настройки"
"Magento Installation Wizard","Мастер установки Magento"
"Use Web Server (Apache) Rewrites","Использовать Rewrites веб-сервера (Apache)"
"Use Secure URLs (SSL)","Использовать защищенные URL-ы (SSL)"
"First Name","Имя"
"User Name","Имя пользователя"
"Database user name","Имя пользователя базы данных"
"Please note that only UNIX, Linux and Mac OSX shells are currently supported. For Windows use the '%s' option.","Имейте в виду, что в настоящее время поддерживаются только оболочки UNIX, Linux и Mac OSX. Для Windows используйте вариант '%s'."
"Please note that it is much less stable than beta.","Имейте в виду, данные обновления менее стабильные по сравнению с бета-версиями."
"Login Information","Информация для входа"
"Preferred stability: %s","Желаемый уровень стабильности: %s"
"Download","Загрузить"
"Downloading and installing Magento, please wait...","Загрузка и установка Magento, Пожалуйста, подождите ..."
"Manual Downloads and Upgrades","Загрузка и обновление вручную"
"Download Magento Core Modules and Updates","Загрузка основных модулей Magento и их обновлений"
"Run this in your shell from Magento root folder:","Запустите это в вашей оболочке из корневой папки Magento:"
"Run admin interface with SSL","Запуск административного интерфейса через SSL"
"Database","База данных"
"Base URL","Базовый URL"
"Secure Base URL","Базовый защищенный URL"
"Get ready to experience Open-Source eCommerce Evolved.","Благодарим вас за использование Magento - нового Open-Source решения для электронной коммерции."
"Alternatively you could try the 'Manual Downloads and Upgrades' method.","В качестве варианта, вы можете попробовать самостоятельно скачать и установить обновления."
"Currently this is the most stable state available for Magento packages.","В настоящий момент это наиболее стабильные версии доступных пакетов Magento"
"In other cases you will need to make Magento files writeable for the user that the web server process is running under.","В остальных случаях вам нужно будет установить разрешение на запись  файлов Magento для пользователя, от имени которого будет запущен процесс веб-сервера."
"All packages were installed successfully, click 'Ok' to continue with installation","Все пакеты были установлены успешно, нажмите кнопку 'ок', чтобы продолжить установку"
"You can specify server port, ex.: localhost:3307<br />If you are not using default UNIX socket, you can specify it here instead of host, ex.: /var/run/mysqld/mysqld.sock","Вы можете ввести порт сервера, например.: localhost:3307<br />Если вы не используете стандартныйt UNIX сокет, вы можете ввести его вместо хоста, например.: /var/run/mysqld/mysqld.sock"
"You could enable this option to use web server rewrites functionality for improved search engines optimization.","Вы можете включить эту опцию для использования веб-сервером rewrites-функциональности чтобы улучшить оптимизацию для поисковых систем"
"Choose this if you would like to test frontend and backend functionality.","Выбирайте этот метод, если хотите протестировать функциональность административной части и сайта магазина"
"Default Currency","Валюта по умолчанию"
"Enable this option only if you have SSL available.","Включите эту опцию, только если у вас имеется SSL"
"There was a problem installing Magento packages. Please read the log, correct errors and retry again.","Возникли проблемы с установкой пакетов Magento. Пожалуйста, прочитайте журнал (log), исправьте ошибки и повторите попытку."
"Path ""%s"" must be writable","Директория ""%s"" должна иметь права на запись"
"Welcome to Magento's Installation Wizard","Добро пожаловать в мастер установки Magento"
"If you have downloaded the full package or installed Magento through SVN, you should skip packages installation and validation by clicking the button below.","Если вы скачали полную версию или установили Magento через SVN, вы должны пропустить процесс установки и проверки пакетов, нажав на кнопку ниже."
"If you are a developer and would like to have the latest public updates, choose this option.","Если вы являетесь разработчиком и хотели бы получать последние общедоступные обновления, выберите этот вариант."
"If you wish to manage Magento packages through the web admin interface, you will need to have web writeable permissions applied to all Magento folders and files.","Если вы хотите управлять пакетами Magento через административный web-интерфейс, вы должны иметь разрешения на запись для всех файлов и каталогов Magento"
"If you are running install wizard over previously downloaded and installed Magento installation, proceed with this method.","Если вы запустили мастер установки поверх предыдуще-загруженной и установленной версией Magento, продолжайте этот метод"
"If you are running PHP as CGI, your PHP processes may run under the same user as the user you used when uploading Magento files.","Если вы запускаете php как cgi, ваши php процессы могут работать под одним и тем же пользователем, что и при загрузке файлов Magento на сервер."
"If you do not wish or are not able to have Magento folders writeable for the web process, you could use PEAR executable located in the root of Magento installation.","Если вы не хотите или не можете разрешить запись в каталоги вашему web-процессу, можете использовать исполняемый файл PEAR, расположенный в корневой директории установки Magento"
"If your server is running on MS Windows, most probably you will not need to change anything.","Если ваш сервер работает на MS windows, скорее всего вам не потребуется что-то менять."
"Personal Information","Личная информация"
"Username","Логин"
"Localization","Локализация"
